,Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4,mass,mass_z1,mass_z2
678,196364,646351604,-13,1,323.059,61.2162,132.27,288.313,1.43382,1.13734,-13,1,125.945,-84.6118,-51.0873,78.0577,0.724643,-2.5984,13,-1,100.642,8.26756,-52.4344,85.5051,1.2547,-1.41441,13,-1,17.4342,15.8341,-6.58968,3.13016,0.181512,-0.394367,337.724779,169.058716,76.870803
688,196437,114191875,13,-1,124.777,-5.61771,55.6841,111.522,1.44034,1.67134,-13,1,53.5533,-2.85659,-39.9602,35.5383,0.799233,-1.64216,-13,1,18.3521,2.9543,-14.2498,11.1806,0.707704,-1.36637,13,-1,5.15668,0.844938,-4.01128,3.12664,0.703296,-1.36319,121.124885,60.87788,3.78766
690,196437,20120747,-13,1,8.23735,5.28425,-4.82039,4.08453,0.543848,-0.739525,13,-1,6.92803,2.95106,4.39611,4.46676,0.766368,0.979601,-13,1,5.10768,0.067308,-5.09494,0.338108,0.066307,-1.55759,13,-1,13.5458,-4.14225,-2.26082,12.6968,1.71576,-2.64198,24.493135,10.890892,5.619356
699,196438,469977476,13,-1,11.2524,7.15672,-0.377567,8.67439,1.0226,-0.052708,-13,1,14.5371,6.51383,-1.98736,12.8427,1.39136,-0.296128,-13,1,12.4341,1.15706,5.29786,-11.1888,-1.4716,1.35577,13,-1,19.4015,2.9745,-3.29842,-18.8859,-2.15411,-0.836989,54.132899,31.580697,21.480219
706,196452,1037960214,13,-1,109.304,59.513,88.7684,22.9303,0.212945,0.980193,-13,1,13.3482,-3.67939,9.37484,-8.75995,-0.786263,1.9448,13,-1,14.911,8.008,-3.58132,12.0571,1.12304,-0.420538,-13,1,9.38076,4.55543,-1.20686,8.11043,1.31143,-0.258979,83.786127,48.880712,21.182549
709,196452,1315227994,13,-1,279.719,-51.4121,-20.4717,-274.19,-2.30354,-2.76265,-13,1,21.5141,-11.6567,-18.0374,-1.27164,-0.059177,-2.14453,-11,1,77.8546,73.7667,24.8343,-1.75324,-0.022523,0.324742,11,-1,37.9055,-7.01721,-16.7062,-33.2939,-1.36846,-1.96845,276.642502,96.96206,87.467356
712,196452,1374066119,13,-1,231.226,62.2889,42.4784,-218.589,-1.7861,0.598514,13,-1,111.499,-50.6011,1.71541,-99.3404,-1.42655,3.1077,-13,1,51.3505,-4.68515,-31.2114,-40.5064,-1.06831,-1.71979,-13,1,14.7241,-4.29791,2.51639,-13.8558,-1.74718,2.61191,168.132534,96.301167,9.331766
715,196452,482636543,13,-1,38.5853,-11.7435,-14.3874,-33.8217,-1.36066,-2.25536,-13,1,46.1642,3.80969,15.5201,-43.3098,-1.72256,1.33009,-13,1,21.4211,4.74215,-1.96287,-20.7969,-2.10728,-0.392448,13,-1,21.1372,4.29267,-2.62292,-20.5296,-2.11417,-0.548486,46.495614,16.366042,14.183488
716,196452,52203415,11,-1,47.3229,45.7998,9.5616,7.10013,0.151177,0.205814,-11,1,52.5838,-28.5172,-1.10008,-44.1658,-1.22088,-3.10304,-11,1,16.6881,-6.92181,-9.29194,-12.01,-0.906972,-2.21104,11,-1,10.5041,-4.79212,-6.31717,-6.88946,-0.785556,-2.21977,113.753842,50.61354,14.453967
717,196452,590239269,13,-1,71.6152,-35.5898,-27.4244,55.7673,1.04208,-2.48506,-13,1,29.2214,24.8479,13.5608,7.25026,0.253405,0.499575,-13,1,22.8908,2.75241,10.6842,20.0562,1.35907,1.31866,13,-1,13.5019,4.03809,9.29222,8.92407,0.794532,1.16085,101.564265,42.704243,14.387858
721,196453,1181788896,-13,1,33.7215,25.3344,-16.5678,14.8595,0.473043,-0.579156,13,-1,75.6735,-15.2238,6.21144,-73.8655,-2.20771,2.7542,-11,1,170.55,-35.0895,-1.75338,-166.892,-2.26225,-3.09167,11,-1,24.1278,23.3858,3.79581,-4.56596,-0.191549,0.16091,198.17914,91.435582,90.972961
726,196453,1259337833,13,-1,96.8524,4.78262,-35.4308,-90.0121,-1.65377,-1.43662,-13,1,33.5624,28.4867,17.2839,4.02514,0.12051,0.545356,11,-1,164.046,-17.8969,100.191,-128.657,-1.05638,1.74756,-11,1,30.9987,-14.5764,22.462,15.6174,0.554399,2.14642,235.351133,95.740327,90.432876
739,196453,421678349,-13,1,9.07997,-5.27749,7.34324,-0.812158,-0.089691,2.19395,13,-1,6.47537,-3.80262,5.22523,-0.395243,-0.061122,2.1999,-13,1,24.7835,4.08715,3.08315,24.2488,2.25939,0.64628,13,-1,10.0625,-5.00635,-0.566765,8.70959,1.31526,-3.02886,34.70779,22.075595,10.250538
741,196453,564703393,11,-1,64.2094,51.6581,31.5607,-21.406,-0.346623,0.548435,-11,1,55.2903,-45.7853,28.3747,12.4741,0.22956,2.58679,11,-1,57.6343,12.473,-30.0915,47.5462,1.17216,-1.17785,-11,1,14.4753,13.6647,2.36814,-4.1475,-0.294773,0.171599,182.931342,89.648604,10.957475
751,196453,948881770,-13,1,88.3284,-25.7922,-35.1131,-76.8358,-1.33262,-2.20433,13,-1,45.6834,22.1351,24.2857,-31.7364,-0.856994,0.831693,-13,1,15.9867,2.19902,5.24855,-14.9392,-1.69277,1.17404,13,-1,12.2179,2.24807,3.65523,-11.4391,-1.70707,1.0194,89.989992,31.787733,10.639652
752,196531,114371709,-11,1,102.459,68.9875,-43.6185,61.9359,0.700198,-0.563808,-11,1,98.4928,-49.5262,-34.5631,77.8035,1.07127,-2.53229,11,-1,124.376,-4.42589,41.7716,117.068,1.74884,1.67636,11,-1,63.7137,-10.1302,23.2825,58.4357,1.57086,1.98119,227.549301,123.450834,63.747086
754,196531,46020132,-13,1,16.6861,-7.48837,8.68925,-12.1176,-0.920692,2.2821,13,-1,15.3793,-6.83625,8.06257,-11.1701,-0.920908,2.27407,13,-1,18.7456,1.80419,7.04249,-17.2782,-1.60043,1.32,-13,1,17.0799,1.9128,6.61724,-15.629,-1.55784,1.2894,20.345106,10.559108,9.781141
755,196531,497827501,11,-1,31.1415,23.4508,-8.013,-18.8585,-0.701903,-0.329256,-11,1,30.1838,-14.5558,-6.28717,25.6839,1.25946,-2.73386,-11,1,14.2577,11.5684,8.30379,0.707846,0.049687,0.622571,11,-1,16.6179,9.31274,7.05903,-11.8151,-0.889181,0.6486,87.148861,35.574307,16.301256
764,198212,129059505,13,-1,94.6698,10.6234,-23.7326,-91.029,-1.96596,-1.14992,-13,1,40.3988,-13.4509,11.4258,-36.3398,-1.46974,2.43742,11,-1,183.728,-29.5384,32.6403,-178.376,-2.10725,2.30635,-11,1,70.1501,-10.8696,15.2497,-67.6043,-1.9955,2.19004,93.565551,43.142362,4.6393
765,198212,15479119,-11,1,67.8257,-6.47871,-36.2834,56.9374,1.21936,-1.74749,11,-1,76.2806,-13.8343,25.1897,70.6599,1.63178,2.07303,11,-1,32.1615,14.0222,-8.9518,27.5246,1.27753,-0.568179,-11,1,17.7141,1.23616,8.72231,15.3682,1.32317,1.43001,91.696997,27.576859,11.199647
766,198212,221918655,-13,1,130.772,0.704673,56.7917,117.795,1.47624,1.55839,13,-1,22.9661,-8.71354,-21.2423,-0.522432,-0.022752,-1.96006,11,-1,76.6811,35.603,-67.8737,2.36037,0.030791,-1.0877,-11,1,29.3146,3.19586,27.0504,-10.8355,-0.387993,1.4532,233.771099,92.491331,89.394447
769,198213,27000461,-13,1,40.8539,5.63857,-37.3184,-15.6387,-0.403333,-1.42084,13,-1,38.6629,23.4082,28.0725,-12.6015,-0.338273,0.875753,-11,1,19.9808,-18.1299,-5.92449,-5.95312,-0.30726,-2.82575,11,-1,46.6946,2.45478,9.31211,-45.6907,-2.26106,1.31305,121.563079,67.795362,39.004352
774,198230,12860133,-13,1,49.1114,15.0934,36.3913,-29.3221,-0.688556,1.17764,-13,1,65.1817,-8.41189,-15.8951,-62.6516,-1.96126,-2.05754,13,-1,38.4572,-12.985,-8.80137,-35.1122,-1.54541,-2.54592,13,-1,32.3936,-1.36856,-8.93219,-31.1075,-1.94979,-1.72283,95.846854,52.448366,4.256619
782,198230,768572358,13,-1,35.8289,-13.5178,7.06355,32.4202,1.49845,2.66008,-13,1,12.3212,8.89004,-8.5268,0.250436,0.020329,-0.764546,-13,1,10.1527,4.57101,2.94447,8.57328,1.2366,0.572259,13,-1,7.35459,3.3612,2.6948,5.9598,1.1283,0.675799,45.324867,15.925973,12.824374
788,198230,985581345,13,-1,90.0051,75.4484,9.82503,-48.0823,-0.596029,0.129493,-13,1,46.3268,-25.4746,3.64805,-38.5214,-1.19303,2.99936,-11,1,20.7837,-2.65564,-16.4437,-12.4304,-0.690157,-1.73091,11,-1,11.2904,-4.91176,-6.70269,-7.64336,-0.823519,-2.2032,122.835763,91.691229,5.724608
790,198269,159293066,13,-1,31.1896,-20.5719,9.59704,21.3885,0.839914,2.70509,-13,1,36.193,13.3322,-12.1476,-31.3785,-1.32079,-0.738938,13,-1,20.2634,-4.88039,11.5479,15.9193,1.0599,1.97065,-13,1,7.69134,-4.0456,-0.104294,6.5397,1.25741,-3.11582,92.700144,53.633436,5.967379
791,198269,177095997,13,-1,416.32,-80.5007,-229.921,-337.607,-1.12974,-1.90758,-13,1,12.354,-2.10093,-10.8471,5.52611,0.481357,-1.76211,11,-1,138.529,82.7039,105.715,34.2755,0.252666,0.906925,-11,1,82.1263,-5.19954,55.8003,60.0335,0.93085,1.66371,598.987546,93.227536,87.752242
794,198271,165505602,13,-1,334.81,56.3557,-88.7524,317.875,1.82587,-1.00505,-13,1,120.357,0.568925,-32.3191,-115.935,-1.98925,-1.55319,-11,1,239.054,-60.4319,50.2274,225.77,1.77754,2.44815,11,-1,17.6182,8.21067,2.64222,15.3625,1.34122,0.311338,552.926928,385.355048,47.047658
795,198271,232701194,-11,1,164.593,49.7445,-7.77135,156.703,1.85341,-0.154973,11,-1,42.3992,-33.8781,-3.38727,25.2684,0.686865,-3.04194,11,-1,33.7477,-8.33709,31.6888,8.07586,0.244033,1.82806,-11,1,21.0988,12.2886,-16.0215,6.12057,0.298666,-0.9165,172.234171,59.629895,45.862968
801,198271,61701470,-13,1,47.7632,-47.2036,5.333,-4.96887,-0.104409,3.02909,13,-1,35.9778,27.9325,20.2361,10.2306,0.292418,0.626957,-13,1,5.43525,-2.29035,-4.76643,1.25152,0.234509,-2.01874,13,-1,4.53845,-2.33641,-3.66677,1.29704,0.29406,-2.13811,88.638014,26.198685,16.278555
805,198271,798302317,13,-1,13.6409,2.8895,7.62093,10.9377,1.1038,1.20839,-13,1,5.47032,1.83787,4.99489,1.25956,0.234503,1.21822,11,-1,74.8598,18.1279,-36.4668,62.8136,1.21807,-1.10947,-11,1,59.2439,-17.605,19.4867,53.1053,1.45351,2.30551,83.752307,65.253458,5.912583
806,198272,11815686,-13,1,68.7363,20.5122,-23.648,61.1939,1.42323,-0.856289,13,-1,35.9352,-25.9914,-7.25683,-23.7299,-0.793446,-2.86933,13,-1,13.0063,4.53014,4.17819,-11.4531,-1.37848,0.745005,-13,1,15.6958,-1.82259,3.81463,15.1154,1.98621,2.01652,124.757775,26.217613,23.727751
807,198272,141178966,13,-1,138.374,20.3289,-99.7941,-93.6768,-0.823519,-1.36984,-13,1,302.849,-15.9294,58.9657,-296.625,-2.28388,1.83465,13,-1,82.6229,35.8169,-6.79573,-74.1452,-1.45866,-0.187506,-13,1,20.8922,8.99519,-0.099282,18.856,1.48581,-0.011037,305.759634,155.368622,78.496264
808,198272,175191117,-13,1,11.7345,7.81574,0.167956,8.75057,0.9633,0.021486,13,-1,12.1563,2.23914,-4.46432,11.0824,1.53749,-1.1059,11,-1,110.206,-9.27172,81.7837,73.2866,0.801713,1.68368,-11,1,50.1017,-12.3593,-20.0165,44.2354,1.38882,-2.12395,107.822983,87.201205,7.606857
810,198272,26252215,-13,1,35.7801,27.687,-5.41445,-22.0072,-0.717038,-0.193122,13,-1,5.48273,0.999874,-5.33332,-0.777874,-0.142868,-1.38547,-11,1,61.6145,-12.1336,25.2454,-54.8798,-1.42528,2.01883,11,-1,30.3835,-13.959,-15.2096,-22.2928,-0.936727,-2.31335,88.089018,41.550942,15.652803
813,198272,345644314,-13,1,62.2945,-57.4593,-23.9354,-2.4727,-0.039715,-2.74689,13,-1,34.0184,31.5285,12.2056,-3.76992,-0.111278,0.369361,-13,1,32.5567,0.368923,32.4422,-2.70088,-0.083151,1.55943,13,-1,50.8004,29.119,-12.4725,-39.7139,-1.04989,-0.404688,172.722949,94.244572,37.141635
818,198485,174781164,11,-1,247.558,-4.32188,-120.754,216.066,1.34467,-1.60657,11,-1,147.1,-40.2352,89.8067,109.335,0.957754,1.992,-11,1,175.757,-3.12692,32.0684,172.778,2.38114,1.668,-11,1,15.6437,-3.67335,8.09768,12.8708,1.16527,1.99667,282.082148,141.687376,6.166518
824,198487,1065824188,13,-1,98.0111,30.79,22.5263,-90.2813,-1.59646,0.631627,-13,1,141.766,-32.0332,-6.04553,-137.967,-2.14956,-2.95506,13,-1,31.8069,-13.6732,2.46732,-28.6116,-1.46984,2.96306,-13,1,25.696,-10.1093,2.17377,-23.5234,-1.56022,2.92979,93.210433,42.420815,13.167814
828,198487,1424537326,13,-1,59.9338,-12.7617,11.932,57.3307,1.90389,2.38978,-13,1,42.8998,-13.617,3.78083,40.5051,1.77526,2.87076,-11,1,124.22,61.252,-4.11338,107.99,1.33039,-0.067054,11,-1,94.7885,-44.5742,-15.7215,82.1634,1.3201,-2.80251,143.295008,105.521733,7.757363
829,198487,1511453808,13,-1,554.785,77.1434,87.7466,-542.343,-2.23968,0.849614,-13,1,117.671,-36.5574,-94.0129,-60.5935,-0.56943,-1.94166,13,-1,48.448,-47.5486,-0.544306,9.27556,0.193846,-3.13015,-13,1,25.3638,14.6932,16.5865,-12.3412,-0.531561,0.845852,435.340907,266.925204,93.094537
841,198487,664920764,-13,1,52.0368,16.3685,32.9225,36.8238,0.882464,1.10941,-13,1,22.3277,17.7564,8.11037,10.8374,0.530002,0.428459,13,-1,75.7867,-13.1761,-11.171,73.7916,2.1586,-2.43836,13,-1,38.1338,7.03895,2.07813,37.4207,2.33161,0.287078,91.689555,60.164452,24.66037
843,198487,867925902,-13,1,6.88553,-0.877638,-6.68317,-1.40157,-0.206461,-1.70137,13,-1,5.88338,-4.43867,-3.63269,1.30567,0.225718,-2.45572,11,-1,110.185,2.6591,39.4646,102.84,1.68374,1.50352,-11,1,29.4764,-9.09031,-20.5724,19.0526,0.769036,-1.98687,90.493124,65.18608,5.325013
847,198522,177804075,-13,1,67.3769,-7.14595,43.4131,51.0281,0.989983,1.73394,13,-1,31.9064,7.52289,-18.3729,24.977,1.05263,-1.18217,11,-1,30.2029,-1.56272,-20.1124,22.4781,0.959907,-1.64834,-11,1,9.71801,2.51951,-6.75658,6.51463,0.811409,-1.21387,91.368181,58.764315,5.499375
853,198954,105011803,-13,1,49.6935,43.7286,-15.9497,-17.4024,-0.365666,-0.349748,13,-1,30.0204,-0.236213,19.3908,22.9162,1.00422,1.58298,-11,1,123.242,-40.1523,22.2569,114.372,1.644,2.63544,11,-1,28.3328,-12.3626,-25.4831,-0.725097,-0.025598,-2.02248,198.024589,85.387811,66.486653
856,198955,1093396986,-11,1,67.5116,-7.56442,34.5277,-57.519,-1.26336,1.78647,11,-1,46.7766,15.4679,-18.9217,-39.8844,-1.2658,-0.885495,11,-1,14.076,0.553718,-11.8516,-7.57413,-0.601459,-1.52411,-11,1,13.0753,-0.884219,-9.8848,-8.51304,-0.777169,-1.66001,83.845637,43.082078,14.051318
860,198955,1192523327,13,-1,593.985,-27.5322,172.876,567.603,1.89244,1.72873,-13,1,251.238,-57.3906,38.9723,241.47,1.96043,2.54505,-11,1,163.565,-6.5958,-49.41,155.784,1.8573,-1.7035,11,-1,138.125,-2.43766,46.5324,130.028,1.75004,1.62313,253.258236,96.116974,87.813531
861,198955,1211003130,-13,1,56.3009,-19.4815,-43.7381,-29.6182,-0.584696,-1.98983,13,-1,53.1526,-6.66833,38.3486,-36.1954,-0.830925,1.74296,13,-1,26.1131,21.4803,-3.58052,14.4105,0.62104,-0.16517,-13,1,30.4909,-1.3232,7.27985,-29.5794,-2.09415,1.7506,144.838388,65.70956,22.893029
866,198955,27227934,13,-1,12.58,-9.80549,-0.705544,-7.84847,-0.731381,-3.06976,-13,1,7.66586,-5.307,-5.11779,-2.0972,-0.280754,-2.37434,-11,1,43.8234,36.8202,23.7389,1.10938,0.02532,0.572658,11,-1,31.5653,-20.1743,-15.0366,-19.0596,-0.69913,-2.50108,91.417441,70.77026,6.9771
867,198955,350858214,13,-1,237.657,-7.3993,-43.4585,-233.533,-2.36917,-1.73944,-13,1,31.6633,10.2207,9.9213,-28.2783,-1.43703,0.770537,13,-1,29.6916,-2.96576,10.9692,-27.4311,-1.61483,1.83485,-13,1,17.5933,-2.33007,8.69532,-15.1154,-1.29017,1.83261,86.061653,47.010885,11.591327
872,198955,575302642,-13,1,72.7489,-41.7409,-26.2126,53.5068,0.940608,-2.58085,-13,1,43.9875,2.43635,43.9064,1.08403,0.024649,1.51536,13,-1,62.5718,41.0567,11.8249,45.7136,0.929969,0.280424,13,-1,51.0378,-9.91889,-38.9468,31.4581,0.71913,-1.82017,188.526737,64.554187,34.491036
874,198955,742912724,13,-1,225.454,-66.5943,-26.4816,213.76,1.81296,-2.76311,-13,1,32.9268,2.68408,-32.6236,3.55807,0.108484,-1.48871,-11,1,149.654,78.3919,21.1156,125.719,1.22138,0.263115,11,-1,15.4001,-5.99733,-9.0841,-10.8937,-0.881923,-2.15431,258.24403,109.341453,93.125054
879,198969,1103535297,-13,1,440.191,-62.0719,65.8846,430.783,2.26405,2.32641,13,-1,66.624,61.1961,-22.2406,-14.1117,-0.215066,-0.34859,-13,1,60.2214,-23.913,-36.5707,-41.441,-0.844425,-2.1499,13,-1,74.704,24.7291,-2.2214,70.4571,1.76584,-0.089589,461.703301,91.802698,90.304233
894,198969,797334672,-13,1,59.5378,-12.3996,46.3357,35.2703,0.68136,1.83227,13,-1,25.7386,2.1436,-25.4462,3.21905,0.125726,-1.48675,-13,1,17.444,-12.5155,-9.84642,7.11981,0.433401,-2.47499,13,-1,8.87381,1.76387,-4.97355,7.13343,1.10963,-1.22998,95.88184,46.658829,12.256246
895,198969,809605982,-13,1,70.8361,-61.8451,15.2608,-30.9844,-0.469024,2.89967,13,-1,85.0042,35.1606,-39.0369,-66.8247,-1.06123,-0.837594,-13,1,99.4519,-6.27922,37.791,-91.7773,-1.60778,1.73545,13,-1,56.694,24.792,-12.661,-49.3888,-1.33782,-0.472161,200.393694,80.449683,17.487572
898,199008,115388710,-13,1,81.7619,-24.4982,49.1007,60.6132,0.953445,2.03359,13,-1,31.8018,-2.45811,-31.0525,6.40648,0.204245,-1.64979,-13,1,22.3587,5.03738,-18.4044,-11.6535,-0.578001,-1.30363,13,-1,48.5234,18.6043,-1.08517,-44.8019,-1.611,-0.058263,184.107536,119.933452,21.288282
899,199008,126085203,-13,1,57.5248,-33.7959,10.2252,45.4134,1.06999,2.84779,13,-1,118.359,21.7782,-14.2229,115.465,2.19604,-0.578538,13,-1,33.2661,6.89611,2.28337,32.4631,2.20257,0.319748,-13,1,21.6563,5.03821,1.04455,21.0359,2.11591,0.204429,85.518283,36.030199,8.888182
901,199008,235435647,-13,1,60.6127,-30.5548,-2.97064,52.2634,1.30206,-3.04467,13,-1,108.766,17.1724,-11.6466,106.768,2.3406,-0.595954,13,-1,28.5687,15.086,4.29681,23.877,1.20701,0.277473,-13,1,21.5739,8.51633,4.9422,19.1956,1.42081,0.525824,84.912908,43.759789,20.415709
905,199008,748061762,11,-1,54.4819,-32.4948,13.3168,41.6537,1.00706,2.75266,-11,1,24.2826,20.1755,-5.1513,-12.4924,-0.568774,-0.249984,11,-1,9.35461,8.44114,-3.48202,-2.03256,-0.220799,-0.39124,-11,1,8.29793,7.49674,-3.07295,-1.79205,-0.219418,-0.389016,92.944122,42.778076,4.904515
908,199021,1238510739,-13,1,93.6936,-8.57679,-72.3191,58.9479,0.740019,-1.68884,-13,1,90.077,11.4289,60.8715,-65.4057,-0.920447,1.3852,13,-1,51.825,-9.83893,-30.9247,-40.4064,-1.04453,-1.87883,13,-1,44.4836,13.851,27.8257,31.8223,0.898104,1.10893,279.212068,94.054396,89.669606
910,199021,1264691790,13,-1,331.361,-33.0307,49.2639,326.01,2.40543,2.16144,-13,1,63.5431,19.3957,-18.0071,57.769,1.52251,-0.748292,-11,1,122.844,30.7499,63.7014,-100.436,-1.14949,1.12107,11,-1,55.7994,-39.2737,37.7146,-12.1966,-0.222163,2.37644,487.1789,94.178031,86.602694
911,199021,1322444252,-13,1,109.554,-86.0662,-28.641,-61.4363,-0.633977,-2.82034,13,-1,103.68,-42.9007,52.407,-78.5018,-0.989517,2.25678,-13,1,24.1729,14.8618,16.5419,-9.4769,-0.414221,0.838847,13,-1,13.4398,7.95256,8.66843,-6.49861,-0.527608,0.828442,157.949265,87.394205,39.247894
914,199021,1390456531,11,-1,39.3541,35.5638,6.68711,-15.4674,-0.415382,0.185861,-11,1,23.385,-20.2476,5.79623,-10.1635,-0.465574,2.86278,-11,1,19.313,-15.9507,-10.8622,-0.760708,-0.039409,-2.54374,11,-1,10.9484,-7.88763,-7.13144,-2.6069,-0.242766,-2.4065,87.779208,52.69129,14.910576
917,199021,1464344864,13,-1,56.6781,-53.3272,-12.0463,-14.9499,-0.270156,-2.91943,-13,1,50.6508,10.3564,42.081,26.2188,0.57311,1.32949,11,-1,53.2019,7.41481,-47.3036,-23.1913,-0.467171,-1.41531,-11,1,49.8184,37.9054,24.0526,21.5992,0.464271,0.565432,210.003827,92.972748,89.532771
918,199021,1561281417,-13,1,202.371,46.0203,-37.8369,193.402,1.89356,-0.688119,13,-1,215.237,-10.1108,38.0296,211.609,2.38391,1.83065,-13,1,73.1954,-26.427,-3.3763,68.1745,1.6689,-3.01452,13,-1,39.4682,-13.6495,-0.051687,37.0326,1.72359,-3.13781,144.352448,73.703122,32.329861
920,199021,287265839,-11,1,44.2471,-16.2963,30.3871,27.7282,0.735911,2.06305,11,-1,26.2412,19.136,-8.32062,-15.9117,-0.703151,-0.410155,11,-1,12.8446,-10.1782,-7.81149,-0.605709,-0.047192,-2.487,-11,1,9.59173,-7.5434,-5.90681,-0.456037,-0.047581,-2.47728,90.709201,36.239141,26.063153
922,199021,397808769,13,-1,49.1014,-2.45928,34.4041,-34.9464,-0.890661,1.64216,-13,1,37.9294,18.9783,-24.1581,22.2449,0.672289,-0.904905,-13,1,17.0975,-8.41848,-3.16778,14.5399,1.25769,-2.78169,13,-1,14.4397,-7.6303,-1.76323,12.1311,1.22166,-2.9145,117.621229,53.589512,27.570288
931,199021,919744647,13,-1,140.289,-23.6789,-13.6317,-137.602,-2.31952,-2.61924,-13,1,21.9778,20.5492,-1.8541,-7.57011,-0.359129,-0.089984,13,-1,37.796,-2.96431,8.58274,-36.689,-2.1045,1.90335,-13,1,16.0069,7.00327,-0.107585,-14.3928,-1.46793,-0.015361,90.114051,24.526759,14.052801
933,199021,99969333,13,-1,29.2537,-1.54987,-26.2708,-12.7754,-0.468162,-1.62972,13,-1,26.9192,-2.25202,20.4702,17.3358,0.764979,1.68037,-13,1,20.3104,-7.98348,7.55221,17.0801,1.22446,2.38395,-13,1,18.7659,6.43464,4.63453,17.0078,1.50657,0.624186,86.656251,42.379,12.4964
939,199319,1203594102,13,-1,40.5796,-21.2179,-34.0888,-5.86911,-0.145654,-2.12755,13,-1,56.4608,-9.29198,26.2577,-49.1121,-1.33245,1.91092,-13,1,27.178,18.8931,8.63859,-17.5231,-0.766276,0.428855,-13,1,17.6301,-0.393358,15.0656,9.14786,0.574814,1.5969,125.342566,50.484556,35.288333
947,199319,770334833,-13,1,87.8695,84.576,-19.7342,-13.3605,-0.153238,-0.229229,-13,1,81.3989,-50.6521,3.33436,63.6319,1.0498,3.07586,13,-1,37.5676,-16.8651,33.5106,-1.97961,-0.052744,2.03706,13,-1,56.62,-1.58747,-10.2546,-55.6609,-2.38143,-1.72438,262.808659,91.251508,66.602552
961,199336,636019066,13,-1,35.6592,26.6885,-23.106,-5.04012,-0.142295,-0.713577,-13,1,39.9292,-27.4392,15.1209,24.7544,0.72494,2.63793,13,-1,11.2687,-3.57172,7.94399,7.14898,0.748811,1.99333,-13,1,14.7489,-1.23065,3.88093,14.1754,1.96069,1.87787,92.703974,37.944931,10.475352
966,199409,1023292406,-13,1,89.7762,-45.8625,31.4985,70.4574,1.05778,2.53978,13,-1,27.9653,26.5486,-8.18602,-3.19529,-0.114761,-0.299092,-11,1,84.3265,9.26435,-64.6586,53.3328,0.7455,-1.42848,11,-1,37.9524,-3.20181,32.9234,18.6061,0.536386,1.66774,194.900822,93.450772,91.773476
969,199409,1145783879,-13,1,238.75,-17.1104,-38.4283,-235.015,-2.42148,-1.9897,13,-1,55.3129,15.1519,17.612,-50.197,-1.51324,0.860344,13,-1,32.4137,0.184806,11.9293,-30.1379,-1.65687,1.55531,-13,1,16.0049,-0.273074,5.84009,-14.8985,-1.66502,1.61752,90.642701,47.275988,8.799119
975,199409,195577806,13,-1,110.361,44.0725,18.2022,-99.5277,-1.48199,0.391669,-13,1,56.0328,-13.6435,-39.9919,-36.7989,-0.787061,-1.89957,11,-1,73.3829,-32.0413,7.42488,-65.5994,-1.44117,2.91388,-11,1,37.3866,-10.3471,-30.3562,-19.2146,-0.568075,-1.8993,160.540752,87.756708,52.477096
978,199409,299748959,13,-1,83.9788,-53.2027,-48.202,43.5715,0.57475,-2.40547,-13,1,41.4845,17.1898,31.7342,20.455,0.540117,1.07436,11,-1,83.8175,-5.61726,36.2335,75.3722,1.46824,1.7246,-11,1,36.7495,20.3891,11.547,-28.3104,-1.02122,0.515296,216.23744,100.366974,99.097957
979,199409,402443918,-13,1,111.678,50.2457,-11.9848,99.0136,1.4058,-0.234148,13,-1,74.7856,-43.5559,-15.5258,58.7767,1.06072,-2.79918,13,-1,75.6213,-26.0708,23.7164,66.9061,1.39723,2.40345,-13,1,28.2717,20.162,0.603175,-19.8093,-0.868638,0.029908,205.712029,90.696261,43.716199
984,199409,583835654,13,-1,77.85,-24.0884,44.3316,59.288,0.999937,2.06853,-13,1,27.5891,13.7345,-19.6595,-13.6388,-0.541813,-0.960999,-13,1,10.1825,-2.37912,-8.67492,4.77061,0.50819,-1.83847,13,-1,6.54697,-1.63405,-5.76525,2.63503,0.426668,-1.84698,108.624299,40.918053,15.854006
989,199409,813831888,13,-1,38.3728,34.8609,3.25216,-15.7035,-0.434695,0.093021,-13,1,26.3173,-17.7935,-7.0815,18.0508,0.840166,-2.76283,-13,1,18.2601,-12.2538,-0.666383,-13.5212,-0.95156,-3.08726,13,-1,8.00444,-5.97407,5.20745,-1.11934,-0.140774,2.42465,90.109764,42.841978,17.969364
994,199428,269743129,-11,1,149.791,-139.698,-20.7068,49.9304,0.346575,-2.99444,11,-1,161.074,101.686,-38.1412,-118.954,-0.947182,-0.358847,-11,1,101.452,30.5377,35.2355,90.1023,1.41299,0.856702,11,-1,101.421,24.802,33.5937,92.4254,1.53519,0.934829,500.643265,224.935391,171.683232
997,199428,448557875,13,-1,23.151,1.09411,19.0146,13.1608,0.645279,1.51332,-13,1,15.1757,-9.08042,12.136,0.743518,0.049034,2.21316,-11,1,414.556,31.7327,-60.5087,-408.886,-2.48922,-1.08779,11,-1,150.421,-26.2436,25.2258,-145.95,-2.09701,2.37597,267.104769,100.404235,15.539139
